,s,p,o,source,support
1966,information integration,includes,linked data,openie,1
1967,ontology construction,includes,ontology alignment,openie,2
1968,ontology alignment,includes,query expansion,openie,1
1969,query expansion,includes,ontology alignment,openie,2
1970,ontology modeling,includes,ontology alignment,openie,1
1971,ontology alignment,includes,semantic interoperability,openie,10
1972,fuzzy c-means clustering algorithms,includes,ontology alignment,openie,1
1973,linked data,includes,ontology-based,openie,18
1974,ontology alignment,includes,ontology integration,openie,4
1975,semantic search engines,includes,search engines,openie,2
1976,wordnet,includes,semantic search engines,openie,1
1977,wordnet,includes,web ontology language,openie,2
1978,semantic relationships,includes,web ontology language,openie,1
1979,ontology-based,includes,web ontology language,openie,22
1980,ontology-based,includes,web ontology language,openie,4
1981,web ontology language,includes,security policies,openie,1
1982,description logics,includes,web ontology language,openie,14
1983,web ontology language,includes,ontology technology,openie,1
1984,web ontology language,includes,java,openie,1
1985,testing and debugging,includes,ontology alignment,openie,1
1986,ontology building,includes,ontology alignment,openie,2
1987,ontology alignment,includes,data integration,openie,2
1988,sparql,includes,resource description framework (rdf),openie,13
1989,clustering algorithms,includes,linked data,openie,1
1990,linked data,includes,semantic similarity measures,openie,4
1991,web ontology language,includes,knowledge bases,openie,1
1992,xml schemas,includes,resource description framework (rdf),openie,2
1993,wordnet,includes,web ontology language,openie,1
1994,semantic interoperability,includes,ontology alignment,openie,2
1995,ontology alignment,includes,ontology learning,openie,2
1996,web ontology language,includes,domain-specific ontologies,openie,3
1997,resource description framework (rdf),includes,ontology-based,openie,9
1998,semantic search engine,includes,search engines,openie,5
1999,semantic search engines,includes,agent technology,openie,1
2000,document classification,includes,semantic search engines,openie,2
2001,semantic search engines,includes,data integration,openie,1
2002,search engines,includes,semantic search engines,openie,5
2003,ontology alignment,includes,automated systems,openie,1
2004,semantic descriptions,includes,semantic descriptions,openie,5
2005,resource description framework (rdf),includes,web ontology language,openie,8
2006,web ontology language,includes,collaborative designs,openie,1
2007,web crawlers,includes,semantic search engine,openie,1
2008,cloud computing,includes,resource description framework (rdf),openie,1
2009,ontology language,includes,web ontology language,openie,1
2010,conditional probabilities,includes,web ontology language,openie,1
2011,ontology alignment,includes,web 2.0,openie,1
2012,natural languages,includes,linked data,openie,1
2013,natural languages,includes,semantic descriptions,openie,1
2014,mobile devices,includes,semantic search engines,openie,2
2015,ajax,includes,linked data,openie,1
2016,resource description framework (rdf),includes,social networks,openie,1
2017,product design,includes,semantic search engines,openie,1
2018,database systems,includes,semantic search engines,openie,5
2019,description logics,includes,web ontology language,openie,10
2020,web ontology language,includes,semantic web rule languages,openie,50
2021,controlled natural language,includes,ontology alignment,openie,1
2022,graph matchings,includes,semantic search engines,openie,1
2023,domain-specific ontologies,includes,semantic search engines,openie,4
2024,web searches,includes,semantic search engine,openie,1
2025,web ontology language,includes,knowledge representation,openie,4
2026,web ontology language,includes,context information,openie,3
2027,web ontology language,includes,semantic interoperability,openie,1
2028,facebook,includes,semantic search engines,openie,1
2029,ontology alignment,includes,virtual spaces,openie,1
2030,knowledge bases,includes,resource description framework (rdf),openie,1
2031,ontology-based,includes,resource description framework (rdf),openie,7
2032,web ontology language,includes,ontology design,openie,1
2033,resource description framework (rdf),includes,inference,openie,2
2034,web ontology language,includes,inference,openie,3
2035,natural languages,includes,ontology alignment,openie,1
2036,linked data,includes,linked open data,openie,2
2037,linked data,includes,natural language processing systems,openie,4
2038,linked data,includes,data mining,openie,2
2039,knowledge bases,includes,linked data,openie,1
2040,linked data,includes,web contents,openie,1
2041,linked data,includes,database systems,openie,4
2042,resource description framework (rdf),includes,linked data,openie,7
2043,database systems,includes,linked data,openie,1
2044,linked data,includes,background knowledge,openie,3
2045,digital libraries,includes,linked data,openie,2
2046,semantic search engines,includes,question answering systems,openie,5
2047,semantic search engines,includes,recommender systems,openie,1
2048,semantic search engines,includes,cloud computing,openie,1
2049,semantic search engines,includes,mobile computing,openie,1
2050,information retrieval,includes,semantic search engines,openie,6
2051,semantic search engines,includes,adaptive hypermedia,openie,1
2052,adaptive hypermedia,includes,semantic search engines,openie,1
2053,question answering systems,includes,semantic search engines,openie,5
2054,linked data,includes,controlled vocabulary,openie,7
2055,relational database systems,includes,linked data,openie,3
2056,linked data,includes,knowledge representation,openie,2
2057,linked data,includes,question answering systems,openie,2
2058,ontology technology,includes,semantic description,openie,1
2059,resource description framework (rdf),includes,ajax,openie,2
2060,linked data,includes,data management,openie,1
2061,user interfaces,includes,linked data,openie,2
2062,linked open data,includes,resource description framework (rdf),openie,1
2063,testing and debugging,includes,web ontology language,openie,1
2064,resource description framework (rdf),includes,information exchanges,openie,1
2065,resource description framework (rdf),includes,semantic relationships,openie,2
2066,web ontology language,includes,semantic relationships,openie,2
2067,linked data,includes,data integration,openie,6
2068,content management,includes,resource description framework (rdf),openie,1
2069,resource description framework (rdf),includes,distributed systems,openie,1
2070,social networks,includes,linked data,openie,2
2071,linked data,includes,information systems,openie,3
2072,semantic search engines,includes,ontology learning,openie,3
2073,semantic search engines,includes,machine learning techniques,openie,1
2074,hierarchical models,includes,semantic search engines,openie,2
2075,semantic search engines,includes,user navigation,openie,1
2076,semantic search engines,includes,semantic search engines,openie,4
2077,semantic data,includes,resource description framework (rdf),openie,1
2078,ontology language,includes,semantic description,openie,2
2079,web ontology language,includes,grid services,openie,1
2080,linked data,includes,web applications,openie,4
2081,vocabulary,includes,linked data,openie,1
2082,linked data,includes,digital contents,openie,1
2083,automatic image annotation,includes,semantic search engines,openie,1
2084,semantic search engines,includes,machine translation systems,openie,1
2085,sparql,includes,semantic search engines,openie,3
2086,resource description framework (rdf),includes,dbpedia,openie,2
2087,web ontology language,includes,search engines,openie,1
2088,relational database systems,includes,resource description framework (rdf),openie,6
2089,linked data,includes,digital preservation,openie,1
2090,semantic data,includes,linked data,openie,1
2091,knowledge representation,includes,ontology alignment,openie,1
2092,knowledge acquisition,includes,ontology alignment,openie,1
2093,ontology alignment,includes,ontology alignment,openie,7
